,Gaia ID,MAIN_ID,Distance,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,FLUX_U,FLUX_BIBCODE_U,FLUX_ERROR_U,FLUX_SYSTEM_U,FLUX_UNIT_U,FLUX_B,FLUX_BIBCODE_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_UNIT_B,FLUX_V,FLUX_BIBCODE_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_UNIT_V,FLUX_J,FLUX_BIBCODE_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_UNIT_J,FLUX_H,FLUX_BIBCODE_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_UNIT_H,FLUX_K,FLUX_BIBCODE_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_UNIT_K,IDS,MEMBERSHIP,OTYPE,OTYPE_opt,PLX_VALUE,PLX_BIBCODE,ROT_upVsini,ROT_Vsini,ROT_err,ROT_mes,ROT_qual,ROT_bibcode,RV_VALUE,SP_TYPE,SP_QUAL,SP_BIBCODE,SCRIPT_NUMBER_ID,sci_targname
67,AV332,RMC  31,27100.271,01 03 25.2272,-72 06 43.857,14,14,0.037700001,0.031399999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,12.10999966,,,Vega,B,12.30000019,,,Vega,V,12.8760004,2003yCat.2246....0C,0.032000002,Vega,J,13.02099991,2003yCat.2246....0C,0.043000001,Vega,H,12.99499989,2003yCat.2246....0C,0.039999999,Vega,K,TYC 9138-1898-1|AzV 332|CSI-72-01017|CSI-72-01018  2|GCRV 80017|GEN# +6.20053332|MACHO 206.16834.11|2MASS J01032522-7206439|OGLE SMC-SC10  33875|OGLE SMC-SC9 175315|RMC  31|SBC9 56|SK  108|SMC AB  6|SSTISAGE1C J010325.19-720643.9|TIC 182735538|UBV    1069|UBV M  43655|UCAC2   1163388|uvby98 620053332|WEB   977|XMMU J010325.4-720643|[AM77] 51|Gaia DR2 4690509113669470592|Gaia DR3 4690509113669470592,[],WolfRayet*,WR*,0.0369,2020yCat.1350....0G,,,,0,,,141,WN3:h+O5.5V+O5.5If+O7.5V,C,2018A&A...616A.103S,1,AV332
782,NGC4051,NGC  4051,27100.271,12 03 09.6101,+44 31 52.682,14,14,0.037900001,0.030400001,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,11.07999992,2016MNRAS.460..689R,0.02,Vega,B,12.92000008,2010A&A...518A..10V,,Vega,V,8.578000069,2006AJ....131.1163S,0.024,Vega,J,8.059000015,2006AJ....131.1163S,0.032000002,Vega,H,7.670000076,2006AJ....131.1163S,0.035,Vega,K,NGC  4051|B3 1200+448|BD+45  1987|BWE 1200+4448|6C 120036+444841|7C 120036.00+444828.00|CASG 1500|CSI+44-12006|2E  2578|2E 1200.6+4448|EM* StHA   85|1ES 1200+44.8|2EUVE J1203+44.5|EUVE J1203+44.5|GB6 B1200+4449|87GB 120038.5+444901|1H 1205+440|INTREF   473|IRAS 12005+4448|IRAS F12006+4448|JCMTSE J120309.7+443150|JCMTSF J120309.7+443150|LEDA   38068|2MASX J12030968+4431525|2MAXI J1203+445|MCG+08-22-059|MY 120032.0+444851.5|MY 120032.0+443209.5|NVSS J120309+443154|PBC J1203.1+4430|PLX 2779|PLX 2779.00|PSCz Q12005+4448|QDOT B1200359+444836|QSO J1203+4431|RBS  1060|1RXP J120310.2+443156|RX J1203.1+4432|RX J1203.1+4431|1RXS J120308.9+443155|SDSS J120309.61+443152.6|SWIFT J1203.0+4433|SWIFT J1203.0+4432|SWIFT J1203.0+4431|TC 760|UGC  7030|UZC J120309.5+443155|WISE J120309.61+443152.7|WN B1200.6+4448|2XMM J120309.5+443152|XSS J12032+4424|Z 243-38|Z 1200.6+4448|[BAG2012] 180.7713+44.5210|[CAB95] IRAS F12006+4448|[CHM2007] HDC  706 J120309.68+4431525|[CHM2007] LDC  867 J120309.68+4431525|[DML87] 650|[HB91] 1200+448|[KRL2007b] 105|[LB2005] NGC  4051 X1|[M98c] 120035.9+444848|[NKB95] N4051|[SMM2006b] J120309.59+443152.5|[VV2000c] J120309.6+443153|[VV2003c] J120309.6+443153|[VV2006c] J120309.6+443153|[VV2010c] J120309.6+443153|[VV98c] J120309.6+443153|[ZEH2003] RX J1203.1+4431  1|AAVSO 1158+44|Gaia DR3 1537908427262118912|Gaia DR2 1537908427262118912,[],Seyfert1,Sy1,0.0369,2018yCat.1345....0G,,,,0,,,612,,,,1,NGC4051
186,ELS2006-N11-020,[ELS2006] N11 020,27247.9564,04 56 50.3000,-66 31 03.909,14,14,0.021400001,0.020500001,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,12.17700005,2009AJ....138.1003B,0.021,Vega,U,13.01900005,2009AJ....138.1003B,0.039000001,Vega,B,13.17800045,2009AJ....138.1003B,0.072099999,Vega,V,13.18099976,2003yCat.2246....0C,0.037,Vega,J,13.22500038,2003yCat.2246....0C,0.056000002,Vega,H,13.18200016,2003yCat.2246....0C,0.056000002,Vega,K,2MASS J04565032-6631038|SSTISAGEMC J045650.30-663103.8|TIC 30312989|[ELS2006] N11 020|[WHE2010] J045650.3-663104|Gaia DR2 4662150754618543360|Gaia DR3 4662150754618543360,[],Star,*,0.0367,2020yCat.1350....0G,,,,0,,,,O5I(n)f+,C,2006A&A...456..623E,1,ELS2006-N11-020
89,AZV388,AzV 388,27397.26027,01 05 39.5306,-72 29 26.938,14,14,0.0253,0.024599999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,12.78999996,2010AJ....140..416B,0.029999999,Vega,U,13.85999966,2010AJ....140..416B,0.039999999,Vega,B,14.11999989,2010AJ....140..416B,0.039999999,Vega,V,14.68400002,2003yCat.2246....0C,0.035,Vega,J,14.61999989,2003yCat.2246....0C,0.054000001,Vega,H,14.76000023,2010AJ....140..416B,0.050000001,Vega,K,2MASS J01053951-7229270|AzV 388|2dFS  2049|GEN# +6.20053388|MCPS 1.094336-72.49057|OGLE SMC-SC10 124793|SSTISAGE1C J010539.48-722926.6|TIC 182904971|[M2002] SMC  62400|Gaia DR2 4687482643522255744|Gaia DR3 4687482643522255744,[],Star,*,0.0365,2020yCat.1350....0G,,,,0,,,282,O5V,C,2004MNRAS.353..601E,1,AZV388
70,AV410,AzV 410,27624.30939,01 06 45.0914,-72 03 24.642,14,14,0.021600001,0.0198,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,12.11299992,2010AJ....140..416B,0.01,Vega,U,13.11400032,2010AJ....140..416B,0.01,Vega,B,13.26599979,2010AJ....140..416B,0.01,Vega,V,13.70600033,2003yCat.2246....0C,0.032000002,Vega,J,13.76799965,2003yCat.2246....0C,0.035999998,Vega,H,13.77799988,2003yCat.2246....0C,0.039000001,Vega,K,2MASS J01064508-7203245|AzV 410|GEN# +6.20053410|SSTISAGE1C J010645.05-720324.6|TIC 182905391|UBV M  44406|[M2002] SMC  64588|Gaia DR2 4687530747148633216|Gaia DR3 4687530747148633216,[],Star,*,0.0362,2020yCat.1350....0G,,,,0,,,,B0III,C,1987AJ.....93.1070G,1,AV410
62,AV238,AzV 238,29411.76471,00 59 55.5078,-72 13 37.781,14,14,0.0207,0.0187,90,A,O,2020yCat.1350....0G,,,,,,,,33800,3.75,,,,,2019A&A...626A..50D,,,,,,13.55000019,,,Vega,B,13.77000046,,,Vega,V,14.23200035,2003yCat.2246....0C,0.032000002,Vega,J,14.26099968,2003yCat.2246....0C,0.055,Vega,H,14.23600006,2003yCat.2246....0C,0.068000004,Vega,K,2MASS J00595549-7213378|AzV 238|GEN# +6.20053238|SSTISAGE1C J005955.43-721337.7|TIC 182300878|UBV M  44291|[M2002] SMC  47540|Gaia DR2 4690503792227414400|Gaia DR3 4690503792227414400,[],**,**,0.034,2018yCat.1345....0G,,86,,0,,2019A&A...626A..50D,,O9III,C,1987AJ.....93.1070G,1,AV238
52,AV104,AzV 104,29850.74627,00 51 38.4279,-72 48 06.081,14,14,0.0221,0.020099999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,12.05300045,2010AJ....140..416B,0.01,Vega,U,13.06400013,2010AJ....140..416B,0.01,Vega,B,13.22599983,2010AJ....140..416B,0.01,Vega,V,13.60200024,2003yCat.2246....0C,0.028000001,Vega,J,13.70899963,2003yCat.2246....0C,0.035999998,Vega,H,13.68099976,2003yCat.2246....0C,0.037,Vega,K,2MASS J00513842-7248060|AzV 104|GEN# +6.20053104|SSTISAGE1C J005138.37-724806.1|TIC 181043243|UBV M  44197|[M2002] SMC  20656|Gaia DR2 4688961516740580224|Gaia DR3 4688961516740580224,[],BlueSG,s*b,0.0335,2020yCat.1350....0G,,,,0,,,,B0.5Ia,C,1997A&A...317..871L,1,AV104
82,AV96,SK   46,31152.64798,00 51 23.1472,-72 07 20.916,14,14,0.0262,0.022500001,90,A,O,2020yCat.1350....0G,,,,,,,,23400,,,,,,2020ApJ...903...43D,,,,,,12.48999977,2002ApJS..141...81M,,Vega,B,12.59000015,2002ApJS..141...81M,,Vega,V,12.875,2003yCat.2246....0C,0.026000001,Vega,J,12.98200035,2003yCat.2246....0C,0.032000002,Vega,H,12.97200012,2003yCat.2246....0C,0.035,Vega,K,UCAC2   1161755|AzV  96|CSI-72-00496  1|2dFS   801|GEN# +6.20053096|2MASS J00512314-7207210|SK   46|SSTISAGE1C J005123.08-720720.8|TIC 181043914|UBV M  43608|uvby98 620053096|uvby98 620178047|uvby98 620178048|[M2002] SMC  19728|Gaia DR2 4689054945164735616|Gaia DR3 4689054945164735616,[],BlueSG,s*b,0.0321,2018yCat.1345....0G,,70,11,0,,2020ApJ...903...43D,166,B1.5Ia,C,1997A&A...317..871L,1,AV96
978,TON-S180,Ton S 180,34013.60544,00 57 20.2040,-22 22 56.575,14,14,0.021199999,0.0135,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,14.60000038,2010A&A...518A..10V,,Vega,B,14.34000015,,,Vega,V,13.6239996,2003yCat.2246....0C,0.035999998,Vega,J,12.78899956,2003yCat.2246....0C,0.046,Vega,H,11.77400017,2003yCat.2246....0C,0.026000001,Vega,K,2MASS J00572019-2222564|1AXG J005720-2222|6dFGS gJ005720.2-222257|2EUVE J0057-22.3|EUVE J0057-22.3|GEN# +6.10160912|HE 0054-2239|INTREF    59|IRAS F00548-2238|KUV 00549-2239|MCBB 5-3|MCT 0054-2239|PHL   912|QSO B0054-2239|QSO J0057-2222|RBS   139|RX J0057.2-2223|RX J0057.3-2223|RX J0057.3-2222|1RXS J005720.4-222300|SGPA 170|TIC 28116502|Ton S 180|1WGA J0057.3-2222|WISEA J005720.19-222256.5|WISE J005720.19-222256.4|2XMM J005720.2-222256|XSS J00569-2218|[FS2003] 0034|[HB91] 0054-226|[VV2000] J005720.2-222256|[VV2003] J005720.2-222256|[VV2006] J005720.2-222256|[VV2010] J005720.2-222256|[VV96] J005720.2-222256|[VV98] J005720.2-222256|Gaia DR2 2346351427058601856|Gaia DR3 2346351427058601856,[],Seyfert1,Sy1,0.0294,2018yCat.1345....0G,,,,0,,,17921,,,,1,TON-S180
493,HD269810,HD 269810,34364.26117,05 35 13.8977,-67 33 27.542,14,14,0.029100001,0.0319,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,12.07999992,2012yCat.1322....0Z,0.039999999,Vega,B,12.22000027,2012yCat.1322....0Z,0,Vega,V,12.68400002,2003yCat.2246....0C,0.028000001,Vega,J,12.79100037,2003yCat.2246....0C,0.034000002,Vega,H,12.87899971,2003yCat.2246....0C,0.041000001,Vega,K,HD 269810|ALS 18845|ARDB  317|ARDB C54|CSI-67-05351|GALAH 181224003601210|GCRV 24403|GEN# +1.00269810|GSC 09162-00101|2MASS J05351389-6733275|RMC 122|SK -67  211|SSTISAGEMC J053513.89-673327.3|TIC 277099722|TYC 9162-101-1|UBV    5767|UBV M  28781|UCAC2   2218036|UCAC4 113-009283|uvby98 100269810|2XMM J053513.7-673327|[BE74] 374|[H2013] LMCe 1249|Gaia DR2 4660112221367295232|Gaia DR3 4660112221367295232,[],EmLine*,Em*,0.0291,2018yCat.1345....0G,,,,0,,,303,O3III(f*),C,1982ApJ...254L..15W,1,HD269810
948,SMC-AB8,LIN 547,34602.07612,01 31 04.1367,-73 25 03.784,14,14,0.0341,0.032000002,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,12.75,,,Vega,B,12.89999962,,,Vega,V,13.30099964,2003yCat.2246....0C,0.028999999,Vega,J,13.3380003,2003yCat.2246....0C,0.039000001,Vega,H,13.2840004,2003yCat.2246....0C,0.037999999,Vega,K,2MASS J01310412-7325038|GEN# +6.20027188|LIN 547|SBC9 83|SK  188|SMC AB  8|SSTISAGE1C J013104.14-732503.8|TIC 303910982|WEB  1525|[M2002] SMC  83750|[S71d] 1|[W64] NGC 602c  17|Gaia DR2 4686266480552667776|Gaia DR3 4686266480552667776,[],WolfRayet*,WR*,0.0289,2018yCat.1345....0G,,,,0,,,146,WO4+O4V,C,1985ApJ...292..511M,1,SMC-AB8
54,AV170,AzV 170,43478.26087,00 55 42.4299,-73 17 30.523,14,14,0.027000001,0.022299999,90,A,O,2020yCat.1350....0G,,,,,,,,29600,,,,,,2020ApJ...903...43D,12.85999966,2010AJ....140..416B,0.029999999,Vega,U,13.81999969,2010AJ....140..416B,0.039999999,Vega,B,14.10999966,2010AJ....140..416B,0.079999998,Vega,V,14.52000046,2003yCat.2246....0C,0.028999999,Vega,J,14.63399982,2003yCat.2246....0C,0.07,Vega,H,14.69999981,2010AJ....140..416B,0.050000001,Vega,K,2MASS J00554243-7317302|AzV 170|2dFS  1086|GEN# +6.20053170|MCPS 0.928467-73.29172|OGLE SMC-SC7  79046|OGLE J005542.42-731730.2|SSTISAGE1C J005542.42-731730.4|TIC 181445613|UBV M  44247|[M2002] SMC  34457|Gaia DR2 4685907490067913728|Gaia DR3 4685907490067913728,[],BlueSG,s*b,0.023,2020yCat.1350....0G,,88,10,0,,2020ApJ...903...43D,168,O9.7I,C,2013ApJ...763..101L,1,AV170
494,HD269927C,W61  3-8,46728.97196,05 38 58.0963,-69 29 19.558,14,14,0.0242,0.023399999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,12.43099976,2003yCat.2246....0C,0.055,Vega,J,12.36900043,2003yCat.2246....0C,0.052999999,Vega,H,12.22299957,2003yCat.2246....0C,0.048,Vega,K,Brey  91|** I  742C|AP J05385809-6929195|BAT99 120|CCDM J05390-6929B|DENIS J053858.2-692919|GEN# +6.20136091|HD 269927C|2MASS J05385809-6929195|SSTISAGEMC J053858.14-692919.6|TIC 404797349|UCAC4 103-017176|W61  3-8|WDS J05390-6929C|[H2013] LMCe 1419|[ST92] 5-68|Gaia DR2 4657650041187538688|Gaia DR3 4657650041187538688,[],WolfRayet*,WR*,0.0214,2018yCat.1345....0G,,,,0,,,835.122009,WN9h,C,1999A&AS..137..117B,1,HD269927C
77,AV75,LIN 156,49019.60784,00 50 32.4050,-72 52 36.441,14,14,0.0275,0.0264,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,11.55300045,2010AJ....140..416B,0.01,Vega,U,12.60400009,2010AJ....140..416B,0.01,Vega,B,12.75599957,2010AJ....140..416B,0.01,Vega,V,13.13199997,2003yCat.2246....0C,0.023,Vega,J,13.22399998,2003yCat.2246....0C,0.021,Vega,H,13.32600021,2003yCat.2246....0C,0.035,Vega,K,UCAC2   1078509|AzV  75|CSI-73-00487  2|GEN# +6.20053075|LIN 156|2MASS J00503239-7252364|SK   38|SSTISAGE1C J005032.34-725236.0|TIC 181043082|uvby98 620053075|[M2002] SMC  16828|Gaia DR2 4688960073598936960|Gaia DR3 4688960073598936960,[],BlueSG,s*b,0.0204,2018yCat.1345....0G,,,,0,,,,O5.5I(f),C,2009ApJ...692..618M,1,AV75
873,SK-101,SK  101,49019.60784,01 01 57.2236,-72 12 42.217,14,14,0.021400001,0.020099999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,11.85299969,2010AJ....140..416B,0.01,Vega,U,12.77400017,2010AJ....140..416B,0.01,Vega,B,12.53600025,2010AJ....140..416B,0.01,Vega,V,13.50800037,2003yCat.2246....0C,0.055,Vega,J,13.56999969,2010AJ....140..416B,0.029999999,Vega,H,13.46899986,2003yCat.2246....0C,0.086999997,Vega,K,2MASS J01015722-7212423|AzV 287|GEN# +6.20053287|SK  101|SSTISAGE1C J010157.20-721242.2|TIC 182300936|UBV M  43651|[M2002] SMC  52461|Gaia DR2 4690502452197478528|Gaia DR3 4690502452197478528,[],Star,*,0.0204,2018yCat.1345....0G,,,,0,,,,O9.5I,C,1983ApJ...265..716W,1,SK-101
271,HD-38030,HD  38030,52356.02094,05 36 51.3798,-69 25 56.740,14,14,0.0295,0.0283,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,12.02299976,2009AJ....138.1003B,0.01,Vega,U,12.81400013,2009AJ....138.1003B,0.01,Vega,B,12.98600006,2009AJ....138.1003B,0.0101,Vega,V,13.2510004,2003yCat.2246....0C,0.033,Vega,J,13.32900047,2003yCat.2246....0C,0.044,Vega,H,12.95800018,2003yCat.2246....0C,0.045000002,Vega,K,HD  38030|BAT99  84|Brey  68|CSI-69-05371  1|FD 57|GEN# +1.00038030|GSC 09167-00318|2MASS J05365138-6925568|SK -69  222|SSTISAGEMC J053651.36-692556.6|TIC 277173281|UCAC2   1803038|UCAC4 103-016646|WS 39|[BE74] 399|[H2013] LMCe 1328|[M2002] LMC 166715|Gaia DR2 4657657119321014400|Gaia DR3 4657657119321014400,[],WolfRayet*,WR*,0.0191,2020yCat.1350....0G,,,,0,,,,WC,D,1975MSS...C01....0H,1,HD-38030
874,SK-107,SK  107,52631.57895,01 02 51.9499,-71 48 24.790,14,14,0.0305,0.025,90,A,O,2020yCat.1350....0G,,,,,,,,33800,,,,,,2020ApJ...903...43D,11.64299965,2010AJ....140..416B,0.01,Vega,U,12.74400043,2010AJ....140..416B,0.01,Vega,B,12.93599987,2010AJ....140..416B,0.01,Vega,V,13.2329998,2003yCat.2246....0C,0.021,Vega,J,13.36499977,2003yCat.2246....0C,0.021,Vega,H,13.39500046,2003yCat.2246....0C,0.041000001,Vega,K,UCAC2   1249327|AzV 317|CSI-72-01011|GEN# +6.20053317|2MASS J01025194-7148247|SK  107|SSTISAGE1C J010251.90-714824.8|TIC 52014026|uvby98 620053317|[M2002] SMC  54721|Gaia DR2 4690531520539301248|Gaia DR3 4690531520539301248,[],BlueSG,s*b,0.019,2020yCat.1350....0G,,,,0,,,118,B0Iw,C,1987AJ.....93.1070G,1,SK-107
53,AV15,SK   10,62893.08176,00 46 42.1591,-73 24 55.494,14,14,0.026900001,0.0273,90,A,O,2020yCat.1350....0G,,,,,,,,40500,,,,,,2020ApJ...903...43D,11.90299988,2010AJ....140..416B,0.01,Vega,U,12.98400021,2010AJ....140..416B,0.01,Vega,B,13.17599964,2010AJ....140..416B,0.01,Vega,V,13.48600006,2003yCat.2246....0C,0.021,Vega,J,13.56599998,2003yCat.2246....0C,0.028000001,Vega,H,13.59899998,2003yCat.2246....0C,0.039000001,Vega,K,UCAC2    999822|AzV  15|CSI-73-00449|GALAH 161116002201393|GEN# +6.20053015|2MASS J00464213-7324556|SK   10|SSTISAGE1C J004642.12-732455.2|TIC 180616789|uvby98 620053015|[M2002] SMC   7437|Gaia DR2 4685835403303046784|Gaia DR3 4685835403303046784,[],BlueSG,s*b,0.0159,2018yCat.1345....0G,,124,33,0,,2020ApJ...903...43D,151,O6.5I(f),C,2009ApJ...692..618M,1,AV15
875,SK-142,SK  142,73529.41176,01 10 45.0341,-72 43 09.087,14,14,0.018300001,0.0173,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,12.43999958,2010AJ....140..416B,0.029999999,Vega,U,13.48999977,2010AJ....140..416B,0.029999999,Vega,B,13.60000038,2010AJ....140..416B,0.029999999,Vega,V,13.58600044,2003yCat.2246....0C,0.024,Vega,J,13.51099968,2003yCat.2246....0C,0.035,Vega,H,13.37300014,2003yCat.2246....0C,0.028999999,Vega,K,UCAC2   1080777|AzV 454|CSI-72-01091|2dFS  2700|GEN# +6.20053454|2MASS J01104504-7243091|MCPS 1.179172-72.71917|SK  142|SSTISAGE1C J011045.00-724308.8|TIC 402100674|UBV M  43686|uvby98 620053454|[M2002] SMC  71404|Gaia DR2 4687251402471990528|Gaia DR3 4687251402471990528,[],Star,*,0.0136,2020yCat.1350....0G,,,,0,,,153,O8.5III,C,2004MNRAS.353..601E,1,SK-142
76,AV70,SK   35,80000,00 50 18.1229,-72 38 10.034,14,14,0.029899999,0.027799999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,11.03999996,2010AJ....140..416B,0.129999995,Vega,U,10.96000004,2010AJ....140..416B,0.050000001,Vega,B,12.39999962,,,Vega,V,12.73999977,2010AJ....140..416B,0.029999999,Vega,J,12.78999996,2010AJ....140..416B,0.029999999,Vega,H,12.88000011,2010AJ....140..416B,0.039999999,Vega,K,TYC 9141-7599-1|AzV  70|CSI-72-00485|2dFS   756|Flo 228|GCRV 26396|GEN# +6.20053070|MCPS 0.838405-72.63603|SK   35|SSTISAGE1C J005018.08-723810.0|T62 17|UBV M  43603|UCAC2   1078468|uvby98 620053070|[AM77] 18|[PHC98]  1972|Gaia DR2 4688978838354989184|Gaia DR3 4688978838366817280|Gaia DR1 4688978834013303808,[],Star,*,0.0125,2020yCat.1350....0G,,,,0,,,158,O9.5Ib,C,2002ApJS..141..443W,1,AV70
879,SK-35,SK   35,80000,00 50 18.1229,-72 38 10.034,14,14,0.029899999,0.027799999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,11.03999996,2010AJ....140..416B,0.129999995,Vega,U,10.96000004,2010AJ....140..416B,0.050000001,Vega,B,12.39999962,,,Vega,V,12.73999977,2010AJ....140..416B,0.029999999,Vega,J,12.78999996,2010AJ....140..416B,0.029999999,Vega,H,12.88000011,2010AJ....140..416B,0.039999999,Vega,K,TYC 9141-7599-1|AzV  70|CSI-72-00485|2dFS   756|Flo 228|GCRV 26396|GEN# +6.20053070|MCPS 0.838405-72.63603|SK   35|SSTISAGE1C J005018.08-723810.0|T62 17|UBV M  43603|UCAC2   1078468|uvby98 620053070|[AM77] 18|[PHC98]  1972|Gaia DR2 4688978838354989184|Gaia DR3 4688978838366817280|Gaia DR1 4688978834013303808,[],Star,*,0.0125,2020yCat.1350....0G,,,,0,,,158,O9.5Ib,C,2002ApJS..141..443W,1,SK-35
121,BI173,BI 173,86206.89655,05 27 09.9440,-69 07 56.452,14,14,0.0253,0.024599999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,11.85000038,1975A&AS...21..109B,,Vega,U,12.85999966,,,Vega,B,13,,,Vega,V,13.30799961,2003yCat.2246....0C,0.026000001,Vega,J,13.27400017,2003yCat.2246....0C,0.027000001,Vega,H,13.3380003,2003yCat.2246....0C,0.043000001,Vega,K,GSC 09162-00609|BI 173|GEN# +6.20052173|2MASS J05270993-6907563|SSTISAGEMC J052709.92-690756.4|TIC 373919576|UBV M  44082|UCAC2   1800944|[M2002] LMC 137610|Gaia DR2 4658104341338342528|Gaia DR3 4658104341338342528,[],Star,*,0.0116,2020yCat.1350....0G,,,,0,,,,O8III,E,,1,BI173
65,AV304,AzV 304,88495.57522,01 02 21.4823,-72 39 14.587,14,14,0.025599999,0.0239,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,14.65999985,,,Vega,B,14.77000046,,,Vega,V,15.33600044,2003yCat.2246....0C,0.078000002,Vega,J,15.64299965,2003yCat.2246....0C,0.158000007,Vega,H,15.23799992,2003yCat.2246....0C,0.172000006,Vega,K,2MASS J01022147-7239147|AzV 304|GEN# +6.20053304|TIC 182517713|UBV M  44330|[M2002] SMC  53474|Gaia DR2 4687474122305879424|Gaia DR3 4687474122305879424,[],Star,*,0.0113,2020yCat.1350....0G,,,,0,,,,B0.5V,C,1982PASP...94...31C,1,AV304
513,HD33133,HD  33133,90909.09091,05 03 08.9126,-66 40 57.492,14,14,0.0231,0.023499999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,12.46000004,2012yCat.1322....0Z,0.059999999,Vega,B,12.63000011,2012yCat.1322....0Z,0.02,Vega,V,12.36100006,2003yCat.2246....0C,0.025,Vega,J,12.27400017,2003yCat.2246....0C,0.028000001,Vega,H,12.02999973,2003yCat.2246....0C,0.026000001,Vega,K,HD  33133|AL  58|ARDB C66|BAT99  16|Brey  13|CSI-66-05030|FD 12|GCRV 25162|GEN# +1.00033133|GSC 08889-00352|GV 519|LHA 120-S  14|2MASS J05030890-6640576|SK -66   51|SSTISAGEMC J050308.88-664057.6|TIC 30853417|TYC 8889-352-1|UBV M  10652|UCAC2   2512675|UCAC4 117-005543|WS  8|[H2013] LMCe  258|[W63b] 798|Gaia DR2 4662107598784242432|Gaia DR3 4662107598784242432,[],WolfRayet*,WR*,0.011,2018yCat.1345....0G,,,,0,,,341,WN7h,C,2008MNRAS.389..806S,1,HD33133
